10, 256, 0.000012, 0.000338
13, 256, 0.000011, 0.000370
18, 256, 0.000013, 0.000368
24, 256, 0.000012, 0.000381
32, 256, 0.000013, 0.000339
42, 256, 0.000068, 0.000424
56, 256, 0.000013, 0.000336
75, 256, 0.000015, 0.000380
100, 256, 0.000015, 0.000360
133, 256, 0.000016, 0.000343
178, 256, 0.000016, 0.000430
237, 256, 0.000016, 0.000418
316, 256, 0.000018, 0.000421
422, 256, 0.000017, 0.000349
562, 256, 0.000016, 0.000389
750, 256, 0.000016, 0.000406
1000, 256, 0.000017, 0.000403
1334, 256, 0.000017, 0.000380
1778, 256, 0.000017, 0.000343
2371, 256, 0.000017, 0.000367
3162, 256, 0.000016, 0.000373
4217, 256, 0.000016, 0.000384
5623, 256, 0.000017, 0.000346
7499, 256, 0.000017, 0.000335
10000, 256, 0.000017, 0.000336
13335, 256, 0.000017, 0.000340
17783, 256, 0.000056, 0.000477
23714, 256, 0.000057, 0.000435
31623, 256, 0.000052, 0.000380
42170, 256, 0.000052, 0.000401
56234, 256, 0.000054, 0.000404
74989, 256, 0.000055, 0.000415
100000, 256, 0.000217, 0.000661
133352, 256, 0.000065, 0.000475
177828, 256, 0.000064, 0.000465
237137, 256, 0.000063, 0.000511
316228, 256, 0.000083, 0.000547
421697, 256, 0.000086, 0.000621
562341, 256, 0.000093, 0.000265
749894, 256, 0.000129, 0.000354
1000000, 256, 0.000150, 0.000372
1333521, 256, 0.000366, 0.000534
1778279, 256, 0.000424, 0.000648
2371374, 256, 0.000509, 0.000674
3162278, 256, 0.000615, 0.000780
4216965, 256, 0.000697, 0.000864
5623413, 256, 0.000858, 0.001055
7498942, 256, 0.001040, 0.001250
10000000, 256, 0.001262, 0.001434
13335214, 256, 0.001568, 0.001802
17782794, 256, 0.001945, 0.002172
23713737, 256, 0.002465, 0.002662
31622777, 256, 0.003135, 0.003347
42169650, 256, 0.004057, 0.004289
56234133, 256, 0.005263, 0.005459
74989421, 256, 0.006853, 0.007027
100000000, 256, 0.009019, 0.009216
133352143, 256, 0.011879, 0.012067
177827941, 256, 0.015716, 0.015906
