10, 256, 0.000007, 0.000015
13, 256, 0.000007, 0.000040
18, 256, 0.000007, 0.000017
24, 256, 0.000007, 0.000017
32, 256, 0.000008, 0.000017
42, 256, 0.000007, 0.000055
56, 256, 0.000007, 0.000022
75, 256, 0.000007, 0.000019
100, 256, 0.000007, 0.000042
133, 256, 0.000007, 0.000045
178, 256, 0.000007, 0.000045
237, 256, 0.000007, 0.000023
316, 256, 0.000006, 0.000049
422, 256, 0.000007, 0.000023
562, 256, 0.000007, 0.000053
750, 256, 0.000007, 0.000044
1000, 256, 0.000007, 0.000023
1334, 256, 0.000006, 0.000024
1778, 256, 0.000007, 0.000043
2371, 256, 0.000007, 0.000042
3162, 256, 0.000007, 0.000044
4217, 256, 0.000007, 0.000022
5623, 256, 0.000007, 0.000023
7499, 256, 0.000006, 0.000025
10000, 256, 0.000006, 0.000044
13335, 256, 0.000006, 0.000024
17783, 256, 0.000038, 0.000024
23714, 256, 0.000040, 0.000024
31623, 256, 0.000067, 0.000025
42170, 256, 0.000041, 0.000018
56234, 256, 0.000042, 0.000020
74989, 256, 0.000041, 0.000025
100000, 256, 0.000040, 0.000032
133352, 256, 0.000089, 0.000031
177828, 256, 0.000031, 0.000043
237137, 256, 0.000123, 0.000045
316228, 256, 0.000056, 0.000058
421697, 256, 0.000055, 0.000069
562341, 256, 0.000227, 0.000084
749894, 256, 0.000232, 0.000113
1000000, 256, 0.000302, 0.000128
1333521, 256, 0.000274, 0.000180
1778279, 256, 0.000272, 0.000229
2371374, 256, 0.000278, 0.000294
3162278, 256, 0.000282, 0.000385
4216965, 256, 0.000295, 0.000490
5623413, 256, 0.000343, 0.000643
7498942, 256, 0.000389, 0.000810
10000000, 256, 0.000422, 0.001058
13335214, 256, 0.000513, 0.001328
17782794, 256, 0.000581, 0.001709
23713737, 256, 0.000705, 0.002225
31622777, 256, 0.000846, 0.002901
42169650, 256, 0.001047, 0.003810
56234133, 256, 0.001306, 0.005033
74989421, 256, 0.001640, 0.006631
100000000, 256, 0.002127, 0.008786
133352143, 256, 0.002762, 0.011648
177827941, 256, 0.003602, 0.015463
